garden	basement	elevator	balcony	floor (storey)	nmbr of rooms	construction year	unemployment	Anteil Gruenenwaehler	price
FALSE	TRUE	FALSE	TRUE	-1	4	1907	1	2	1
FALSE	TRUE	FALSE	FALSE	1	2	1965	3	3	1
FALSE	TRUE	FALSE	FALSE	3	2	1965	3	3	0
FALSE	TRUE	FALSE	FALSE	2	1	1965	3	3	1
TRUE	TRUE	FALSE	TRUE	-1	5.5	1966	2	1	0
FALSE	TRUE	TRUE	TRUE	-1	2	2022	3	1	1
FALSE	TRUE	TRUE	TRUE	1	5	2016	3	3	1
FALSE	TRUE	TRUE	TRUE	-1	4	2022	3	1	0
TRUE	TRUE	FALSE	TRUE	4	4	1955	2	1	0
TRUE	TRUE	TRUE	TRUE	5	3.5	1985	3	1	0
FALSE	TRUE	TRUE	FALSE	2	3	2017	1	1	1
TRUE	TRUE	TRUE	TRUE	1	2	1967	1	2	0
FALSE	TRUE	TRUE	FALSE	2	2	1997	1	3	1
FALSE	FALSE	TRUE	FALSE	-1	3	1844	3	3	1
FALSE	TRUE	FALSE	FALSE	1	1	1910	3	3	0
TRUE	TRUE	FALSE	TRUE	-1	1	1965	1	2	0
TRUE	TRUE	FALSE	TRUE	-1	1	1965	1	2	0
FALSE	TRUE	TRUE	TRUE	2	1	1965	3	1	0
FALSE	FALSE	FALSE	FALSE	2	1	1967	3	3	0
FALSE	TRUE	FALSE	FALSE	2	1	1984	3	1	0
FALSE	TRUE	FALSE	FALSE	1	2	1983	1	3	0
FALSE	TRUE	FALSE	FALSE	1	2	1983	1	3	0
FALSE	TRUE	FALSE	FALSE	-1	2	1969	3	1	0
FALSE	TRUE	FALSE	TRUE	1	1	1956	3	1	0
FALSE	TRUE	TRUE	TRUE	3	1	1994	3	1	0
FALSE	TRUE	TRUE	FALSE	3	2	1953	1	3	0
FALSE	TRUE	FALSE	FALSE	-1	1	1975	3	1	0
FALSE	TRUE	FALSE	FALSE	1	1	1975	3	1	0
FALSE	TRUE	TRUE	TRUE	3	1	1974	2	2	0
FALSE	TRUE	TRUE	TRUE	6	1	1961	1	2	0
TRUE	TRUE	TRUE	FALSE	-1	15	2022	3	3	0
FALSE	TRUE	FALSE	TRUE	-1	2	1994	1	1	0
TRUE	FALSE	TRUE	FALSE	-1	1.5	2021	3	3	0
FALSE	TRUE	FALSE	FALSE	-1	3	1964	1	3	0
FALSE	TRUE	FALSE	TRUE	2	2	1955	1	1	0
FALSE	TRUE	FALSE	TRUE	2	1	1951	2	1	0
FALSE	TRUE	FALSE	TRUE	2	2.5	1974	3	3	0
FALSE	FALSE	FALSE	FALSE	-1	2	1965	1	1	0
FALSE	TRUE	TRUE	TRUE	11	1	1974	1	1	1
FALSE	TRUE	FALSE	TRUE	2	2	1954	1	1	0
FALSE	TRUE	FALSE	TRUE	-1	2.5	1960	3	1	0
FALSE	FALSE	FALSE	TRUE	1	2	1956	1	3	0
FALSE	TRUE	FALSE	TRUE	2	3	1956	2	1	0
FALSE	TRUE	FALSE	TRUE	3	2.5	1965	2	1	0
FALSE	TRUE	FALSE	TRUE	-1	3	1958	2	2	0
FALSE	FALSE	FALSE	FALSE	4	2	1953	2	1	0
FALSE	TRUE	FALSE	TRUE	-1	2	1962	3	1	0
FALSE	FALSE	FALSE	TRUE	5	3	1953	3	1	0
FALSE	FALSE	FALSE	TRUE	1	2	1902	3	1	0
FALSE	FALSE	FALSE	TRUE	1	2	1902	3	1	0
FALSE	TRUE	FALSE	TRUE	3	2	1966	2	1	0
FALSE	TRUE	FALSE	TRUE	-1	2	1951	2	1	0
FALSE	TRUE	FALSE	TRUE	3	3.5	1974	3	3	0
FALSE	TRUE	FALSE	TRUE	1	2	1974	3	1	0
FALSE	TRUE	FALSE	TRUE	-1	3	1957	2	1	0
TRUE	TRUE	FALSE	TRUE	1	2	1952	1	2	0
FALSE	TRUE	FALSE	TRUE	2	2.5	1962	3	1	0
FALSE	TRUE	FALSE	TRUE	-1	3.5	1961	3	1	0
FALSE	TRUE	FALSE	FALSE	-1	2	1974	2	1	0
FALSE	TRUE	FALSE	TRUE	-1	2	1953	1	2	0
TRUE	TRUE	FALSE	TRUE	-1	2	1952	1	2	0
FALSE	TRUE	FALSE	TRUE	1	2	1979	3	1	0
FALSE	FALSE	FALSE	TRUE	-1	2	1992	2	1	0
FALSE	TRUE	FALSE	TRUE	2	2	1888	1	3	0
FALSE	TRUE	FALSE	FALSE	2	2	1991	1	3	0
TRUE	TRUE	FALSE	TRUE	-1	3	1957	1	2	0
FALSE	TRUE	FALSE	TRUE	1	2	1952	1	2	0
TRUE	TRUE	FALSE	TRUE	1	2	1960	2	2	0
TRUE	TRUE	FALSE	TRUE	1	2	1960	2	2	0
TRUE	FALSE	TRUE	TRUE	3	3	1968	3	1	0
TRUE	TRUE	FALSE	TRUE	-1	3	1972	3	1	0
FALSE	TRUE	FALSE	TRUE	2	3	1953	1	2	0
TRUE	TRUE	FALSE	TRUE	2	3	1962	2	2	0
FALSE	FALSE	FALSE	FALSE	-1	1.5	1964	1	2	0
FALSE	TRUE	FALSE	TRUE	1	3	1969	3	1	0
FALSE	FALSE	FALSE	FALSE	3	2	1960	1	3	0
FALSE	TRUE	FALSE	FALSE	1	3	1922	2	2	0
FALSE	TRUE	FALSE	TRUE	1	3	1960	3	1	0
FALSE	TRUE	FALSE	TRUE	-1	3	1964	3	1	0
FALSE	TRUE	FALSE	TRUE	-1	2	1954	3	1	0
FALSE	TRUE	FALSE	TRUE	-1	3	1953	3	3	0
FALSE	TRUE	FALSE	TRUE	-1	3	1953	3	3	0
FALSE	TRUE	FALSE	TRUE	-1	3	1955	2	2	0
TRUE	TRUE	FALSE	TRUE	1	3	1969	3	1	0
FALSE	FALSE	FALSE	FALSE	3	2	1902	3	1	0
FALSE	TRUE	FALSE	TRUE	1	2	1952	1	2	0
FALSE	TRUE	FALSE	TRUE	3	3	1959	1	2	0
FALSE	TRUE	TRUE	TRUE	3	3	1960	3	1	0
FALSE	TRUE	FALSE	TRUE	3	3	1951	2	1	0
TRUE	TRUE	FALSE	TRUE	1	3	1952	1	2	0
FALSE	FALSE	FALSE	FALSE	4	3	1958	3	3	0
FALSE	TRUE	FALSE	TRUE	3	2	1954	1	3	0
TRUE	TRUE	FALSE	TRUE	2	3	1922	2	2	0
FALSE	TRUE	FALSE	TRUE	1	2	1966	3	1	0
FALSE	TRUE	FALSE	FALSE	2	2	1956	3	3	1
FALSE	TRUE	FALSE	TRUE	-1	1	1967	3	3	0
FALSE	TRUE	FALSE	TRUE	3	3.5	1959	1	2	0
TRUE	TRUE	FALSE	TRUE	-1	3	1974	3	1	0
TRUE	FALSE	FALSE	TRUE	1	3	1957	2	1	0
TRUE	FALSE	FALSE	FALSE	-1	2	1994	1	2	0
FALSE	TRUE	FALSE	TRUE	2	3	1979	3	1	0
FALSE	TRUE	FALSE	TRUE	2	3.5	1963	3	1	0
TRUE	TRUE	FALSE	TRUE	3	3	1960	2	2	0
FALSE	TRUE	TRUE	TRUE	1	4	1981	3	1	0
FALSE	TRUE	FALSE	TRUE	1	3	1997	3	1	0
FALSE	TRUE	FALSE	TRUE	-1	2	1958	3	1	0
TRUE	TRUE	FALSE	TRUE	-1	2	1958	3	1	0
FALSE	TRUE	TRUE	FALSE	1	1.5	1979	1	3	0
FALSE	TRUE	TRUE	TRUE	-1	3	1960	2	1	0
FALSE	FALSE	FALSE	TRUE	2	2	1930	3	3	1
FALSE	TRUE	FALSE	TRUE	-1	5	1971	3	1	0
FALSE	TRUE	FALSE	TRUE	3	2	1939	1	2	1
FALSE	TRUE	FALSE	TRUE	-1	2	1963	1	1	0
FALSE	TRUE	FALSE	TRUE	2	5	1981	1	2	0
FALSE	TRUE	FALSE	FALSE	2	5	1981	1	2	0
FALSE	TRUE	FALSE	TRUE	1	3	1955	3	3	0
TRUE	TRUE	FALSE	TRUE	1	4	1969	3	1	0
FALSE	TRUE	FALSE	FALSE	1	4	1910	3	1	0
FALSE	TRUE	FALSE	FALSE	-1	3	1981	2	2	0
FALSE	TRUE	FALSE	FALSE	4	3	1908	3	1	0
FALSE	TRUE	FALSE	TRUE	4	2	1958	3	3	0
FALSE	FALSE	FALSE	TRUE	3	4	1972	2	1	0
TRUE	TRUE	FALSE	TRUE	-1	3	1958	3	1	0
TRUE	TRUE	FALSE	TRUE	-1	3	1922	2	2	0
FALSE	TRUE	FALSE	FALSE	-1	5	1920	3	1	0
FALSE	FALSE	FALSE	FALSE	-1	3	1965	1	2	0
FALSE	FALSE	FALSE	FALSE	-1	3	1965	1	2	0
TRUE	TRUE	FALSE	FALSE	-1	2	1970	2	1	0
FALSE	TRUE	FALSE	FALSE	4	2	1939	1	2	1
FALSE	TRUE	TRUE	FALSE	-1	2	2022	3	1	1
FALSE	FALSE	TRUE	TRUE	6	2	1972	1	3	1
FALSE	TRUE	TRUE	TRUE	3	2.5	1960	1	1	0
FALSE	TRUE	TRUE	TRUE	-1	2	2021	3	1	1
TRUE	TRUE	FALSE	TRUE	1	3	1954	3	3	0
FALSE	FALSE	FALSE	FALSE	1	2	1956	3	1	0
TRUE	TRUE	TRUE	TRUE	-1	4	1961	2	1	0
FALSE	TRUE	TRUE	TRUE	1	3	1997	1	3	0
FALSE	TRUE	TRUE	TRUE	-1	3	1982	1	2	0
FALSE	TRUE	TRUE	FALSE	-1	2	2022	3	1	1
FALSE	TRUE	TRUE	FALSE	-1	3	2022	3	1	0
FALSE	TRUE	FALSE	TRUE	-1	3	1963	1	1	0
FALSE	TRUE	TRUE	TRUE	-1	3	2022	3	1	0
FALSE	TRUE	TRUE	TRUE	-1	3	2022	3	1	0
FALSE	TRUE	FALSE	FALSE	-1	3	1987	3	1	0
TRUE	FALSE	TRUE	FALSE	-1	2	1994	3	1	0
FALSE	FALSE	FALSE	TRUE	1	4	1902	3	1	0
FALSE	TRUE	FALSE	TRUE	1	5	1972	1	2	0
FALSE	TRUE	FALSE	TRUE	3	7	1972	1	2	0
FALSE	TRUE	TRUE	TRUE	3	3	1992	1	2	0
FALSE	TRUE	TRUE	TRUE	3	3	1992	1	2	0
FALSE	TRUE	FALSE	TRUE	-1	2	1963	1	1	0
FALSE	TRUE	FALSE	TRUE	-1	2	1963	1	1	0
FALSE	FALSE	FALSE	TRUE	-1	3.5	1980	2	1	0
FALSE	TRUE	TRUE	TRUE	-1	4	2021	3	1	0
FALSE	TRUE	TRUE	FALSE	4	4	1979	1	3	0
FALSE	TRUE	FALSE	TRUE	-1	5	1980	3	1	0
FALSE	TRUE	TRUE	FALSE	-1	3	2021	1	1	0
FALSE	FALSE	FALSE	TRUE	-1	3	1986	1	3	1
FALSE	TRUE	TRUE	FALSE	-1	3	2022	3	1	1
FALSE	TRUE	TRUE	FALSE	-1	3	2022	3	1	1
FALSE	TRUE	TRUE	FALSE	-1	3	2022	2	1	0
FALSE	TRUE	FALSE	TRUE	-1	5	2020	3	1	0
FALSE	TRUE	FALSE	TRUE	2	4	1967	2	2	0
FALSE	FALSE	FALSE	TRUE	1	4	1966	2	1	0
TRUE	TRUE	TRUE	TRUE	-1	3	2018	1	2	1
FALSE	TRUE	FALSE	FALSE	2	3	1994	1	2	0
TRUE	TRUE	FALSE	TRUE	-1	4.5	1976	1	1	0
FALSE	TRUE	FALSE	FALSE	4	3	1951	1	3	1
FALSE	TRUE	FALSE	TRUE	2	4.5	1996	1	2	0
FALSE	TRUE	FALSE	FALSE	-1	5	2000	3	1	0
TRUE	TRUE	FALSE	FALSE	-1	2	1950	2	1	0
FALSE	TRUE	FALSE	TRUE	3	5	1965	1	2	0
FALSE	TRUE	TRUE	TRUE	1	4	1968	2	1	0
FALSE	TRUE	TRUE	TRUE	-1	3	2022	3	1	1
FALSE	TRUE	TRUE	FALSE	-1	4	2022	3	1	1
TRUE	TRUE	FALSE	FALSE	-1	4	2013	3	1	0
TRUE	TRUE	TRUE	TRUE	2	2.5	2017	1	2	1
FALSE	TRUE	TRUE	TRUE	-1	3	2022	3	1	1
TRUE	TRUE	TRUE	FALSE	-1	3	2006	1	2	1
FALSE	TRUE	TRUE	FALSE	1	3.5	1980	3	3	0
FALSE	FALSE	FALSE	TRUE	4	5	1930	1	3	0
FALSE	FALSE	FALSE	TRUE	3	4	1930	1	3	0
FALSE	FALSE	FALSE	TRUE	3	4	1930	1	3	0
FALSE	FALSE	FALSE	TRUE	4	5	1930	1	3	0
FALSE	FALSE	FALSE	TRUE	2	4	1930	1	3	0
FALSE	FALSE	FALSE	TRUE	2	4	1930	1	3	0
FALSE	TRUE	FALSE	FALSE	-1	4.5	1953	3	3	0
TRUE	TRUE	TRUE	FALSE	-1	3	2021	2	1	0
TRUE	TRUE	FALSE	TRUE	1	6	1969	2	1	0
TRUE	TRUE	TRUE	FALSE	-1	3	2021	2	1	0
FALSE	TRUE	TRUE	TRUE	1	3	2022	2	2	1
FALSE	TRUE	FALSE	TRUE	-1	3	2023	2	2	0
FALSE	TRUE	TRUE	FALSE	1	3	1961	2	1	1
FALSE	FALSE	TRUE	TRUE	2	2	2016	1	2	1
FALSE	FALSE	TRUE	FALSE	-1	3	1978	2	1	1
FALSE	TRUE	TRUE	TRUE	-1	3	1983	1	2	1
FALSE	FALSE	FALSE	TRUE	2	4	1930	1	3	0
FALSE	TRUE	TRUE	TRUE	-1	3	2022	3	1	1
FALSE	TRUE	TRUE	TRUE	2	4	1890	1	3	1
FALSE	FALSE	TRUE	TRUE	4	2	2013	1	2	1
FALSE	TRUE	TRUE	FALSE	4	1	2017	3	3	1
FALSE	TRUE	TRUE	FALSE	2	3	1982	3	3	1
FALSE	TRUE	TRUE	TRUE	-1	6	1912	1	3	0
FALSE	TRUE	TRUE	FALSE	-1	5	2022	3	3	1
FALSE	TRUE	TRUE	FALSE	-1	5	2022	3	3	1
FALSE	TRUE	TRUE	FALSE	-1	5	2022	3	3	1
FALSE	TRUE	TRUE	TRUE	4	4	2022	3	3	1
FALSE	TRUE	TRUE	TRUE	4	4	2022	3	3	1
FALSE	TRUE	TRUE	TRUE	4	4	2022	3	3	1
TRUE	TRUE	TRUE	FALSE	-1	3	2022	1	2	1
FALSE	TRUE	TRUE	FALSE	1	5	2022	3	3	1
FALSE	TRUE	TRUE	FALSE	1	5	2022	3	3	1
FALSE	TRUE	TRUE	FALSE	3	5	2022	3	3	1
FALSE	TRUE	TRUE	FALSE	2	5	2022	3	3	1
FALSE	TRUE	TRUE	FALSE	3	5	2022	3	3	1
FALSE	TRUE	TRUE	FALSE	2	5	2022	3	3	1
TRUE	TRUE	TRUE	FALSE	1	4	2022	1	2	1
FALSE	TRUE	TRUE	FALSE	3	3	2016	1	2	1
FALSE	TRUE	FALSE	TRUE	-1	3	1904	1	2	1
TRUE	TRUE	TRUE	FALSE	1	4	2022	1	2	1
TRUE	TRUE	TRUE	FALSE	-1	4	2022	1	2	1
TRUE	TRUE	TRUE	FALSE	2	4	2022	1	2	1
FALSE	TRUE	TRUE	FALSE	4	3	2017	3	3	1
TRUE	TRUE	TRUE	FALSE	-1	6	2022	1	2	1
TRUE	TRUE	TRUE	TRUE	-1	4	2022	3	3	1
TRUE	TRUE	TRUE	TRUE	-1	4	2022	3	3	1
TRUE	TRUE	TRUE	FALSE	-1	6	2017	3	3	1
TRUE	TRUE	TRUE	FALSE	-1	5	1922	1	2	1
TRUE	TRUE	TRUE	TRUE	-1	5	2022	3	3	1
TRUE	TRUE	TRUE	TRUE	-1	4	2022	3	3	1
TRUE	TRUE	TRUE	TRUE	-1	6	2022	3	3	1
TRUE	TRUE	TRUE	TRUE	-1	5	2022	3	3	1
TRUE	TRUE	TRUE	TRUE	4	5	2010	1	2	1
FALSE	TRUE	TRUE	FALSE	-1	5	2011	1	2	1
FALSE	TRUE	TRUE	TRUE	-1	4	1964	1	1	0
FALSE	FALSE	FALSE	TRUE	-1	2	1976	1	1	0
TRUE	TRUE	TRUE	FALSE	-1	15	2021	1	1	0
FALSE	TRUE	TRUE	TRUE	5	1	2019	3	1	1
FALSE	TRUE	TRUE	FALSE	5	3	2022	1	1	1
TRUE	TRUE	FALSE	TRUE	1	3	1963	1	2	1
FALSE	TRUE	FALSE	TRUE	1	3	1963	3	1	1
TRUE	TRUE	FALSE	FALSE	-1	3	1954	1	1	1
FALSE	TRUE	TRUE	FALSE	6	3	2022	1	1	1
FALSE	TRUE	FALSE	TRUE	-1	3.5	1910	2	3	1
FALSE	FALSE	TRUE	TRUE	1	3	2023	1	1	1
FALSE	TRUE	TRUE	FALSE	3	1	1967	1	2	1
FALSE	TRUE	TRUE	TRUE	1	2	1870	1	2	1
TRUE	TRUE	TRUE	FALSE	-1	3	2021	3	1	1
FALSE	TRUE	FALSE	FALSE	-1	1	1972	2	1	1
TRUE	TRUE	TRUE	TRUE	-1	1	2023	2	1	1
TRUE	TRUE	TRUE	TRUE	-1	1	2023	2	1	1
FALSE	TRUE	TRUE	FALSE	1	1	1960	1	3	1
FALSE	TRUE	TRUE	TRUE	2	5	2000	1	2	0
FALSE	TRUE	FALSE	TRUE	1	3	2006	1	1	1
FALSE	TRUE	TRUE	FALSE	1	2	2022	1	3	1
FALSE	TRUE	TRUE	FALSE	-1	3	2023	2	1	1
TRUE	TRUE	FALSE	TRUE	3	3	1965	2	1	1
FALSE	TRUE	FALSE	TRUE	2	2	1989	2	1	1
FALSE	TRUE	TRUE	FALSE	1	1	2022	1	3	1
FALSE	TRUE	TRUE	FALSE	1	4	2023	2	1	1
TRUE	TRUE	TRUE	TRUE	-1	1	2023	2	1	1
TRUE	TRUE	TRUE	TRUE	-1	1	2023	2	1	1
TRUE	TRUE	TRUE	TRUE	-1	1	2023	2	1	1
FALSE	TRUE	TRUE	TRUE	7	2	1966	3	1	1
FALSE	TRUE	FALSE	TRUE	4	3	1958	1	1	1
FALSE	TRUE	TRUE	TRUE	3	2	2023	3	1	1
FALSE	TRUE	TRUE	TRUE	1	2	2023	3	1	1
FALSE	FALSE	FALSE	TRUE	-1	3	2022	1	1	1
FALSE	FALSE	FALSE	TRUE	-1	4	2022	1	1	1
TRUE	TRUE	TRUE	TRUE	1	2	2021	1	2	1
FALSE	TRUE	TRUE	TRUE	4	1	2023	3	1	1
FALSE	TRUE	TRUE	TRUE	3	1	2023	3	1	1
FALSE	TRUE	TRUE	FALSE	-1	2	2020	2	1	1
FALSE	TRUE	TRUE	FALSE	1	3	2020	2	1	1
FALSE	TRUE	TRUE	TRUE	1	2	2023	1	1	1
FALSE	FALSE	TRUE	TRUE	18	1	1976	3	2	0
FALSE	FALSE	TRUE	FALSE	-1	1	2020	2	1	1
FALSE	TRUE	TRUE	TRUE	4	1	1972	1	2	1
FALSE	FALSE	FALSE	FALSE	-1	3	2003	3	1	1
FALSE	FALSE	TRUE	FALSE	-1	1	2022	3	3	1
FALSE	TRUE	FALSE	FALSE	-1	1	1967	1	2	1
FALSE	TRUE	TRUE	TRUE	2	4	1994	2	3	1
FALSE	TRUE	TRUE	TRUE	5	2	1981	1	2	1
FALSE	FALSE	FALSE	TRUE	1	1	1957	1	2	1
FALSE	TRUE	FALSE	TRUE	2	3.5	1970	1	1	1
TRUE	TRUE	TRUE	FALSE	-1	3	2023	1	1	1
FALSE	TRUE	FALSE	FALSE	4	3	1950	1	1	1
TRUE	FALSE	TRUE	TRUE	4	4	1982	3	1	1
FALSE	TRUE	FALSE	FALSE	2	3	1972	1	1	1
TRUE	TRUE	TRUE	FALSE	-1	2.5	1968	2	1	1
TRUE	TRUE	TRUE	FALSE	-1	4	1969	2	1	1
FALSE	FALSE	TRUE	FALSE	2	1	1971	1	3	1
FALSE	FALSE	FALSE	FALSE	2	3	1971	2	1	1
FALSE	TRUE	TRUE	TRUE	7	3	1963	3	2	1
FALSE	TRUE	FALSE	TRUE	-1	2	1996	3	3	1
TRUE	FALSE	TRUE	FALSE	5	1	1961	1	1	1
TRUE	TRUE	FALSE	TRUE	1	2	1975	1	1	1
FALSE	TRUE	TRUE	TRUE	3	3.5	2022	3	1	1
FALSE	FALSE	FALSE	TRUE	1	3	2013	2	1	1
FALSE	TRUE	TRUE	TRUE	6	4	1972	3	1	1
FALSE	TRUE	FALSE	TRUE	3	2	1963	3	1	1
TRUE	TRUE	FALSE	FALSE	4	2	1900	1	2	1
TRUE	TRUE	TRUE	TRUE	2	2	1973	1	2	1
FALSE	FALSE	TRUE	FALSE	2	1	1985	1	3	1
TRUE	TRUE	TRUE	TRUE	7	1	1970	3	2	1
FALSE	TRUE	FALSE	TRUE	2	3	1960	1	1	1
FALSE	TRUE	FALSE	TRUE	1	3.5	1986	1	2	1
FALSE	TRUE	TRUE	TRUE	3	3	1974	1	2	1
TRUE	TRUE	TRUE	FALSE	-1	2	2017	1	2	1
TRUE	TRUE	TRUE	FALSE	-1	3	1987	3	1	1
TRUE	FALSE	TRUE	TRUE	-1	1	1968	2	1	1
FALSE	TRUE	FALSE	FALSE	-1	2.5	1968	2	1	1
FALSE	FALSE	FALSE	FALSE	2	3	1961	3	1	1
FALSE	TRUE	FALSE	TRUE	-1	3	1995	1	2	1
FALSE	TRUE	TRUE	TRUE	14	2.5	2016	1	2	1
TRUE	TRUE	TRUE	FALSE	-1	4	2022	1	1	1
FALSE	TRUE	FALSE	FALSE	-1	3.5	2009	2	1	1
TRUE	FALSE	FALSE	FALSE	-1	4	1976	2	1	1
FALSE	TRUE	TRUE	FALSE	1	1	1971	1	2	1
TRUE	FALSE	FALSE	FALSE	-1	3.5	2022	2	1	1
TRUE	FALSE	FALSE	FALSE	-1	3.5	2022	2	1	1
TRUE	FALSE	FALSE	TRUE	-1	4	2022	2	1	1
TRUE	TRUE	FALSE	FALSE	-1	2	1940	2	2	1
FALSE	FALSE	TRUE	FALSE	2	1	1969	1	2	0
FALSE	FALSE	TRUE	TRUE	3	2	1966	1	3	0
FALSE	FALSE	TRUE	FALSE	5	1	2017	2	3	1
FALSE	FALSE	TRUE	TRUE	1	1	1962	2	3	1
FALSE	FALSE	TRUE	FALSE	-1	1	2021	3	1	0
FALSE	FALSE	TRUE	FALSE	-1	1	2022	1	2	1
TRUE	TRUE	TRUE	TRUE	-1	2	1963	2	2	0
FALSE	TRUE	TRUE	FALSE	2	1	1972	1	1	1
TRUE	TRUE	TRUE	TRUE	4	1	2019	3	1	1
TRUE	TRUE	TRUE	TRUE	2	1	2019	3	1	1
FALSE	FALSE	TRUE	FALSE	-1	1	1972	1	3	1
FALSE	TRUE	FALSE	FALSE	1	1	1972	1	3	1
FALSE	TRUE	TRUE	TRUE	5	1	1968	1	2	0
FALSE	TRUE	TRUE	FALSE	1	1	1970	2	2	1
TRUE	TRUE	TRUE	TRUE	15	1	2019	3	1	1
FALSE	FALSE	FALSE	FALSE	-1	1	1962	2	1	1
FALSE	TRUE	FALSE	FALSE	-1	1	1975	2	2	1
FALSE	TRUE	TRUE	FALSE	2	1	2013	1	1	1
FALSE	TRUE	TRUE	FALSE	1	1	2013	1	1	1
FALSE	TRUE	FALSE	FALSE	1	1.5	1973	3	1	0
FALSE	TRUE	TRUE	TRUE	-1	1	2006	1	3	1
TRUE	TRUE	TRUE	TRUE	3	1	2014	1	1	1
FALSE	TRUE	TRUE	TRUE	1	1	1965	3	2	1
FALSE	TRUE	TRUE	FALSE	4	1	1980	1	3	1
FALSE	TRUE	TRUE	FALSE	2	1	1969	2	1	1
TRUE	TRUE	TRUE	TRUE	3	1	1961	2	1	1
FALSE	TRUE	FALSE	TRUE	3	3	1972	1	1	0
TRUE	FALSE	TRUE	TRUE	3	1	2014	1	1	1
FALSE	TRUE	FALSE	FALSE	-1	1	1971	1	1	1
FALSE	TRUE	FALSE	FALSE	1	1	1962	2	1	1
FALSE	TRUE	FALSE	TRUE	1	1	1972	2	1	1
FALSE	TRUE	FALSE	FALSE	-1	1	1963	2	1	1
TRUE	FALSE	TRUE	TRUE	3	1	1969	2	1	1
FALSE	TRUE	TRUE	TRUE	-1	1	1973	1	3	1
FALSE	TRUE	TRUE	TRUE	3	1	1970	1	1	1
FALSE	FALSE	TRUE	FALSE	-1	1	2022	3	3	1
FALSE	TRUE	FALSE	FALSE	-1	2	1941	1	1	1
FALSE	FALSE	TRUE	TRUE	1	1	1984	2	1	1
FALSE	FALSE	TRUE	FALSE	15	1	1972	1	3	1
FALSE	TRUE	TRUE	FALSE	4	1	1970	1	3	1
FALSE	TRUE	TRUE	FALSE	-1	1	1956	1	2	1
FALSE	FALSE	TRUE	TRUE	6	1	1969	2	1	1
FALSE	TRUE	TRUE	FALSE	-1	1	1974	1	1	1
FALSE	TRUE	TRUE	TRUE	-1	1	1970	3	1	1
FALSE	FALSE	TRUE	TRUE	-1	1	1970	1	3	1
FALSE	TRUE	TRUE	TRUE	5	1	1963	2	1	1
FALSE	FALSE	TRUE	FALSE	-1	1	2022	3	3	1
FALSE	TRUE	TRUE	TRUE	-1	1	1970	3	2	1
TRUE	FALSE	TRUE	TRUE	1	1	1973	2	2	1
FALSE	TRUE	TRUE	FALSE	-1	1	1968	2	1	1
FALSE	TRUE	TRUE	TRUE	3	1	1970	2	1	1
FALSE	TRUE	TRUE	FALSE	6	1.5	1969	3	1	1
FALSE	TRUE	TRUE	TRUE	4	1	1964	1	2	1
FALSE	TRUE	TRUE	FALSE	-1	2	1982	1	1	1
FALSE	FALSE	TRUE	FALSE	7	1	1967	1	2	1
TRUE	TRUE	TRUE	TRUE	7	1	1960	1	3	1
FALSE	FALSE	TRUE	FALSE	-1	1	2022	3	3	1
FALSE	TRUE	TRUE	TRUE	4	1	1972	1	2	1
FALSE	TRUE	TRUE	TRUE	1	1.5	1966	3	1	1
FALSE	FALSE	FALSE	TRUE	-1	1	1973	3	3	1
FALSE	TRUE	TRUE	FALSE	1	1	1998	1	3	1
FALSE	TRUE	TRUE	FALSE	1	1	1998	1	3	1
FALSE	TRUE	FALSE	TRUE	-1	1	1989	2	1	1
FALSE	TRUE	TRUE	FALSE	10	1	2013	1	3	1
FALSE	TRUE	FALSE	FALSE	-1	1	1998	1	2	1
TRUE	TRUE	FALSE	FALSE	-1	1	1992	3	1	1
TRUE	TRUE	FALSE	FALSE	-1	1	1994	2	1	1
FALSE	FALSE	TRUE	TRUE	11	1	1968	2	1	1
FALSE	FALSE	TRUE	TRUE	-1	1	2022	3	3	1
TRUE	TRUE	TRUE	FALSE	-1	1	1962	3	1	1
FALSE	FALSE	FALSE	FALSE	3	1	1964	2	1	1
FALSE	TRUE	FALSE	TRUE	1	1	1964	1	2	1
FALSE	FALSE	FALSE	FALSE	3	1	1964	2	1	1
FALSE	TRUE	TRUE	TRUE	-1	1	1964	3	2	1
FALSE	TRUE	FALSE	FALSE	-1	1	1971	1	2	1
TRUE	TRUE	TRUE	FALSE	1	1	2018	1	1	1
FALSE	FALSE	TRUE	FALSE	-1	1	2022	3	3	1
FALSE	TRUE	FALSE	TRUE	2	2	1995	1	1	0
FALSE	FALSE	TRUE	FALSE	-1	1	2022	3	3	1
FALSE	TRUE	TRUE	TRUE	2	1	1985	1	3	1
FALSE	FALSE	FALSE	TRUE	-1	2	1972	3	1	1
FALSE	FALSE	TRUE	FALSE	-1	1	1968	1	2	1
FALSE	TRUE	FALSE	TRUE	2	2	1960	1	1	0
FALSE	TRUE	TRUE	FALSE	-1	2	1973	2	1	0
FALSE	FALSE	TRUE	FALSE	2	2	2007	2	1	1
FALSE	TRUE	TRUE	FALSE	6	1	1970	2	1	1
FALSE	TRUE	TRUE	TRUE	1	1	2004	2	1	1
FALSE	TRUE	TRUE	FALSE	-1	1	1970	3	3	1
TRUE	TRUE	TRUE	FALSE	4	1	1966	1	2	1
TRUE	TRUE	TRUE	FALSE	-1	1	1985	1	2	1
FALSE	FALSE	TRUE	TRUE	2	1	1984	1	3	1
FALSE	FALSE	TRUE	TRUE	-1	2	1971	3	1	0
